"Строка CSV","Variation Label","Variation SKU","Parent Product","Критичность","Тип проблемы","Детали","Что исправить"
"721","FWM-MOD005-0004","FWM-MOD005-0004","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"722","FWM-MOD005-0005","FWM-MOD005-0005","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"723","FWM-MOD005-0006","FWM-MOD005-0006","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"724","FWM-MOD005-0007","FWM-MOD005-0007","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"725","FWM-MOD005-0008","FWM-MOD005-0008","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"726","FWM-MOD005-0009","FWM-MOD005-0009","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"727","FWM-MOD005-0010","FWM-MOD005-0010","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"728","FWM-MOD005-0011","FWM-MOD005-0011","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"729","FWM-MOD005-0012","FWM-MOD005-0012","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"730","FWM-MOD005-0013","FWM-MOD005-0013","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"731","FWM-MOD005-0014","FWM-MOD005-0014","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"732","FWM-MOD005-0015","FWM-MOD005-0015","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"733","FWM-MOD005-0016","FWM-MOD005-0016","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"734","FWM-MOD005-0017","FWM-MOD005-0017","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"735","FWM-MOD005-0018","FWM-MOD005-0018","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"736","FWM-MOD005-0019","FWM-MOD005-0019","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"737","FWM-MOD005-0020","FWM-MOD005-0020","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"738","FWM-MOD005-0021","FWM-MOD005-0021","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"739","FWM-MOD005-0022","FWM-MOD005-0022","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"740","FWM-MOD005-0023","FWM-MOD005-0023","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"741","FWM-MOD005-0024","FWM-MOD005-0024","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"742","FWM-MOD005-0025","FWM-MOD005-0025","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"743","FWM-MOD005-0026","FWM-MOD005-0026","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"744","FWM-MOD005-0027","FWM-MOD005-0027","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"745","FWM-MOD005-0028","FWM-MOD005-0028","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"746","FWM-MOD005-0029","FWM-MOD005-0029","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"747","FWM-MOD005-0030","FWM-MOD005-0030","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"748","FWM-MOD005-0031","FWM-MOD005-0031","Faux Wood Mantel MOD005 — FWM-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"749","FWM-MOD006-0001","FWM-MOD006-0001","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"750","FWM-MOD006-0002","FWM-MOD006-0002","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"751","FWM-MOD006-0003","FWM-MOD006-0003","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"752","FWM-MOD006-0004","FWM-MOD006-0004","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"753","FWM-MOD006-0005","FWM-MOD006-0005","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"754","FWM-MOD006-0006","FWM-MOD006-0006","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"755","FWM-MOD006-0007","FWM-MOD006-0007","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"756","FWM-MOD006-0008","FWM-MOD006-0008","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"757","FWM-MOD006-0009","FWM-MOD006-0009","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"758","FWM-MOD006-0010","FWM-MOD006-0010","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"759","FWM-MOD006-0011","FWM-MOD006-0011","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"760","FWM-MOD006-0012","FWM-MOD006-0012","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"761","FWM-MOD006-0013","FWM-MOD006-0013","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"762","FWM-MOD006-0014","FWM-MOD006-0014","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"763","FWM-MOD006-0015","FWM-MOD006-0015","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"764","FWM-MOD006-0016","FWM-MOD006-0016","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"765","FWM-MOD006-0017","FWM-MOD006-0017","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"766","FWM-MOD006-0018","FWM-MOD006-0018","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"767","FWM-MOD006-0019","FWM-MOD006-0019","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"768","FWM-MOD006-0020","FWM-MOD006-0020","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"769","FWM-MOD006-0021","FWM-MOD006-0021","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"770","FWM-MOD006-0022","FWM-MOD006-0022","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"771","FWM-MOD006-0023","FWM-MOD006-0023","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"772","FWM-MOD006-0024","FWM-MOD006-0024","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"773","FWM-MOD006-0025","FWM-MOD006-0025","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"774","FWM-MOD006-0026","FWM-MOD006-0026","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"775","FWM-MOD006-0027","FWM-MOD006-0027","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"776","FWM-MOD006-0028","FWM-MOD006-0028","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"777","FWM-MOD006-0029","FWM-MOD006-0029","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"778","FWM-MOD006-0030","FWM-MOD006-0030","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"779","FWM-MOD006-0031","FWM-MOD006-0031","Faux Wood Mantel MOD006 — FWM-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"780","FWM-MOD007-0001","FWM-MOD007-0001","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"781","FWM-MOD007-0002","FWM-MOD007-0002","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"782","FWM-MOD007-0003","FWM-MOD007-0003","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"783","FWM-MOD007-0004","FWM-MOD007-0004","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"784","FWM-MOD007-0005","FWM-MOD007-0005","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"785","FWM-MOD007-0006","FWM-MOD007-0006","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"786","FWM-MOD007-0007","FWM-MOD007-0007","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"787","FWM-MOD007-0008","FWM-MOD007-0008","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"788","FWM-MOD007-0009","FWM-MOD007-0009","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"789","FWM-MOD007-0010","FWM-MOD007-0010","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"790","FWM-MOD007-0011","FWM-MOD007-0011","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"791","FWM-MOD007-0012","FWM-MOD007-0012","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"792","FWM-MOD007-0013","FWM-MOD007-0013","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"793","FWM-MOD007-0014","FWM-MOD007-0014","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"794","FWM-MOD007-0015","FWM-MOD007-0015","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"795","FWM-MOD007-0016","FWM-MOD007-0016","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"796","FWM-MOD007-0017","FWM-MOD007-0017","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"797","FWM-MOD007-0018","FWM-MOD007-0018","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"798","FWM-MOD007-0019","FWM-MOD007-0019","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"799","FWM-MOD007-0020","FWM-MOD007-0020","Faux Wood Mantel MOD007 — FWM-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
